인덱스,공모전명,기업명,기업형태,시상규모,공모분야,참여대상,접수기간,활동혜택
87079,2022 제57회 대한민국디자인전람회,"산업통상자원부 / 한국디자인진흥원, 한국디자인단체총연합회",비영리단체/협회/재단,6800만 원,디자인/순수미술/공예,"대학생, 직장인/일반인",22.5.1 ~ 22.6.30,기타
87080,서울대학교 치의학대학원 개학 100주년 기념사업 기념품 디자인 공모전,치의학대학원,기타,150만 원,디자인/순수미술/공예,"대학생, 직장인/일반인",22.5.2 ~ 22.5.31,기타
87082,제23회 제주여성영화제 포스터 이미지 공모전,(사)제주여민회,기타,50만 원,디자인/순수미술/공예,대상 제한 없음,22.4.29 ~ 22.5.19,기타
87084,백제 캐릭터 디자인 공모전,(재)백제문화제재단,중소기업,700만 원,캐릭터/만화/게임,대상 제한 없음,22.4.22 ~ 22.6.24,기타
87086,2022년 제4회 한국코드페어,과학기술정보통신부 / 한국지능정보사회진흥원,비영리단체/협회/재단,-,과학/공학,청소년,22.5.30 ~ 22.6.8,기타
87132,워터멜론의 아티스트 시너지 프로젝트,(주)빈티지하우스,중소기업,210만 원,예체능/패션,대상 제한 없음,22.5.5 ~ 22.6.20,실제상용화
87137,2022년 일본군‘위안부’ 피해자 관련 청소년 작품공모전(~9/16),공모전사무국,공공기관/공기업,1500만 원,디자인/순수미술/공예,"청소년, 대학생",22.4.27 ~ 22.9.16,기타
87138,2022년 아시아문화중심도시 투자진흥지구 우수사업 아이디어 공모전 (~5/19),공모전사무국,기타,-,기획/아이디어,대상 제한 없음,22.5.4 ~ 22.5.19,기타
87154,제3회 금남 지역문화 글·사진 공모전,한국문화원연합회,기타,1100만 원,문학/시나리오,청소년,22.5.2 ~ 22.7.31,상장 수여
87155,제25회 바다그리기대회,(주)경인일보,기타,100만 원,디자인/순수미술/공예,청소년,22.5.9 ~ 22.5.27,상장 수여
87213,2022년 아름다운가게와 함께하는 착한 아이디어 경진대회,한국발명진흥회,비영리단체/협회/재단,750만 원,기획/아이디어,대상 제한 없음,22.4.28 ~ 22.5.27,실제상용화
87214,제25차 세계 및 제10차 아시아 국제안전도시 연차대회,맥앤윕,중소기업,-,학술,대상 제한 없음,22.4.1 ~ 22.8.31,기타
87225,CJ대한통운 물류혁신 아이디어 PT대회,CJ대한통운,중견기업,500만 원,기획/아이디어,"대학생, 직장인/일반인",22.5.3 ~ 22.5.23,기타
87226,증평군 이모저모 유튜브 공모전,증평군,공공기관/공기업,500만 원,사진/영상/UCC,대상 제한 없음,22.4.15 ~ 22.6.24,기타
87227,2027 하계세계대학경기대회 충청권 유치 기원 대학생 영상 공모전,사단법인 2027 하계유니버시아드대회 충청권 공동유치위원회,비영리단체/협회/재단,500만 원,기획/아이디어,대학생,22.5.4 ~ 22.5.31,기타
87228,한국보건복지인재원 2022년 아동안전 교육 콘텐츠 공모전,한국보건복지인재원,기타,300만 원,디자인/순수미술/공예,대상 제한 없음,22.5.2 ~ 22.5.31,기타
87231,2022 에코프로 대학(원)생 친환경 아이디어 공모전,(주)에코프로,중소기업,4500만 원,기획/아이디어,대학생,22.5.9 ~ 22.6.2,기타
87232,제2회 대국민 해양경찰 데이터 활용 아이디어 공모전,해양경찰청,기타,-,기획/아이디어,대상 제한 없음,22.5.5 ~ 22.7.1,기타
87233,2022 Thank you to Family '가족에게 감사메시지 공모전',품앗이운동본부,비영리단체/협회/재단,-,문학/시나리오,청소년,22.5.2 ~ 22.8.31,기타
87234,제24회 SH 어린이 그림그리기 대회,서울주택도시공사,공공기관/공기업,-,디자인/순수미술/공예,청소년,22.5.2 ~ 22.5.18,기타
87274,제24회 지속가능발전대상 공모전,전국지속가능발전협의회,비영리단체/협회/재단,2000만 원,기타,대상 제한 없음,22.5.2 ~ 22.6.7,상장 수여
87323,2022년 홍릉 도시재생 주민공모사업,홍릉 일대 도시재생현장지원센터,공공기관/공기업,1000만 원,기획/아이디어,대상 제한 없음,22.5.2 ~ 22.5.15,기타
87347,(채용연계) 네트워크 지능화를 위한 인공지능 해커톤 #ETRI #KT,(주)인공지능팩토리,중소기업,1000만 원,과학/공학,"대학생, 직장인/일반인",22.5.6 ~ 22.5.13,"입사시 가산점, 기타"
87348,제1회 KT스튜디오지니 시리즈 공모전 접수 시작,제스타드(주),기타,1억 원,기획/아이디어,대상 제한 없음,22.5.2 ~ 22.6.24,기타
87373,제1회 아세안 이해 교육 콘텐츠 공모전 (~5/20),공모전사무국,기타,-,기획/아이디어,대상 제한 없음,22.5.9 ~ 22.5.20,기타
87385,[대한상공회의소] 더 좋은 세상 위한 기업 챌린지 아이디어 공모전 (~5/15),대한상공회의소,비영리단체/협회/재단,250만 원,기획/아이디어,대상 제한 없음,22.5.4 ~ 22.5.15,"실제상용화, 기타"
87387,2022 대구콘텐츠코리아랩 웹콘텐츠 공모전,대구디지털산업진흥원,비영리단체/협회/재단,1200만 원,사진/영상/UCC,대상 제한 없음,22.5.3 ~ 22.9.1,"기타, 상장 수여"
87401,2022 캠퍼스 특허 유니버시아드 대회,CPU,중소기업,3억 4800만 원,기획/아이디어,대학생,22.4.19 ~ 22.6.9,상장 수여
87432,트윙클 드리머즈! 여행 사연 공모전 (5/6~6/10),아이쿠스,기타,70만 원,사진/영상/UCC,대상 제한 없음,22.5.6 ~ 22.6.10,기타
87450,2022 OBS경인TV 꿈꾸는U 6월 방송영상 공모전,OBS경인TV,기타,-,사진/영상/UCC,대상 제한 없음,22.5.3 ~ 22.5.15,기타
87451,DIY율곡동-내가 만든 율곡동 UCC공모전,경북 김천시 율곡동,공공기관/공기업,490만 원,사진/영상/UCC,대상 제한 없음,22.5.16 ~ 22.6.17,기타
87452,2022 천안춤영화제 댄스필름 단편영화 공모전,천안시 / 천안문화재단,공공기관/공기업,950만 원,사진/영상/UCC,대상 제한 없음,22.5.2 ~ 22.8.28,기타
87453,BMC 임대주택 안내사인 디자인 공모전,부산도시공사,공공기관/공기업,580만 원,디자인/순수미술/공예,"대학생, 직장인/일반인",22.5.26 ~ 22.5.31,기타
87454,제7회 세계일보 UCC&사진 공모전,세계일보,기타,1500만 원,사진/영상/UCC,대상 제한 없음,22.3.28 ~ 22.6.24,기타
87455,2022 CaFF 제9회 가톨릭영화제 사전제작지원작 공모전,가톨릭영화제,기타,600만 원,사진/영상/UCC,대상 제한 없음,22.8.1 ~ 22.9.15,기타
87456,2022 스마트건설 창업 아이디어 공모전,국토교통부 / 한국건설기술연구원,공공기관/공기업,4500만 원,기획/아이디어,대상 제한 없음,22.5.9 ~ 22.6.24,기타
87457,2022 성불평등 개선을 위한 영상콘텐츠 공모전,제주특별자치도 / 제주영상·문화산업진흥원,공공기관/공기업,350만 원,사진/영상/UCC,대상 제한 없음,22.8.1 ~ 22.8.10,기타
87462,<진짜 하루만에 끝내는 퍼스널 컬러> 숏폼 공모전,티더블유아이지,중소기업,50만 원,기획/아이디어,대상 제한 없음,22.5.8 ~ 22.5.15,"기타, 상장 수여"
87474,[해외문화홍보원] 2022 논장판 인문학 주제발표 경연대회 (~5/31),해외문화홍보원,공공기관/공기업,2000만 원,문학/시나리오,대학생,22.5.9 ~ 22.5.31,상장 수여
87480,[투비메타X글로벌안무저작권협회]너의 댄스를 보여줘 DANCE VIDEO CONTEST!,TOBEMETA,중소기업,300만 원,사진/영상/UCC,대상 제한 없음,22.5.16 ~ 22.5.31,기타
87488,[고용노동부 주최] K-디지털 트레이닝 해커톤 모집 안내,K-디지털 트레이닝 해커톤,공공기관/공기업,550만 원,기획/아이디어,대상 제한 없음,22.4.26 ~ 22.5.13,기타
87500,제1회 철강 영상 공모전,한국철강협회,비영리단체/협회/재단,3000만 원,사진/영상/UCC,대상 제한 없음,22.5.9 ~ 22.7.31,상장 수여
87527,생활 속 안전문화 확산을 위한 화재예방 포스터 현상공모전,화재보험협회,중소기업,270만 원,디자인/순수미술/공예,대상 제한 없음,22.5.9 ~ 22.6.17,기타
87528,[고용노동부] 국민취업지원제도 홍보 콘텐츠 공모전 (~6/10),고용노동부,공공기관/공기업,-,광고/마케팅,대상 제한 없음,22.5.9 ~ 22.6.10,기타
87541,2022년 해양환경공단 유튜브PD공모전 추가모집(~5/22),(주)앤돌핀,공공기관/공기업,500만 원,사진/영상/UCC,대상 제한 없음,22.5.9 ~ 22.5.22,인턴/정규직채용
87552,"오월오냥 강아지, 고양이 반려동물 콘테스트",동백마당(주),중소기업,60만 원,사진/영상/UCC,대상 제한 없음,22.5.9 ~ 22.5.22,기타
87556,[방위사업청] 2022 방위사업청 소통 캐릭터 공모전(~7/4),방위사업청,공공기관/공기업,280만 원,디자인/순수미술/공예,대상 제한 없음,22.5.9 ~ 22.7.4,"실제상용화, 기타"
87570,2022 밀양아리랑 공모전,더 피알엠,중소기업,1750만 원,사진/영상/UCC,대상 제한 없음,22.4.18 ~ 22.7.11,기타
87594,2022년 내게 온(ON) 온라인 학습 콘텐츠 공모전,대전평생학습관,비영리단체/협회/재단,560만 원,사진/영상/UCC,직장인/일반인,22.5.9 ~ 22.5.24,기타
87596,제13회 구로구민 백일장,구로구 / 구로문화원,공공기관/공기업,282만 원,문학/시나리오,대상 제한 없음,22.5.9 ~ 22.5.20,기타
87598,유토이미지 로고를 만들어주세요,유토이미지,중소기업,100만 원,디자인/순수미술/공예,대상 제한 없음,22.4.27 ~ 22.5.29,기타
87600,노후 인프라 관리 중요성 시민 슬로건 공모전,도로인프라 얼라이언스 / 서울시설공단,기타,100만 원,네이밍/슬로건,대상 제한 없음,22.5.9 ~ 22.5.27,기타
87601,나의 그림으로바다 바다와 지구를 지켜요!,"휴먼인러브 / 휴먼인러브, 강원어촌특화지원센터",기타,-,디자인/순수미술/공예,청소년,22.5.9 ~ 22.5.31,"기타, 상장 수여"
87602,2022 한중 수고 30주년 기념 한중연 중국문화대회,한중문화우호협회,비영리단체/협회/재단,180만 원,해외,대상 제한 없음,22.5.2 ~ 22.5.13,기타
87603,2022년 사상구 청년정책 아이디어 공모전,사상구,공공기관/공기업,400만 원,기획/아이디어,"대학생, 직장인/일반인",22.5.2 ~ 22.5.27,기타
87604,깨수깡 X 스튜디오 킨조 2022 굿즈 오디션 프로모션,롯데칠성음료,중견기업,500만 원,기획/아이디어,대상 제한 없음,22.5.9 ~ 22.5.27,기타
87610,2022 트립닷컴 영상 공모전,주식회사 씨트립코리아,외국계기업,230만 원,사진/영상/UCC,대상 제한 없음,22.5.10 ~ 22.6.30,기타
87625,단국대학교 매치업(Match業) 2022 제3회 스마트시티 아이디어톤,단국대학교,기타,450만 원,기획/아이디어,대상 제한 없음,22.5.2 ~ 22.5.20,기타
87626,문화다양성 축제 MAMF 2022 영화제 공모전,경상남도 / 창원특례시 / 경남이주민노동복지센터 / 창원문화재단 / MAMF 2022 추진,공공기관/공기업,550만 원,사진/영상/UCC,대상 제한 없음,22.7.8 ~ 22.8.8,기타
87628,2022 어린이 바다사랑 그림대회,비영리법인 제주해녀문화보존회 / 비영리법인 청소년바다환경보호협회,비영리단체/협회/재단,-,디자인/순수미술/공예,청소년,22.5.1 ~ 22.5.31,기타
87657,외국어 신고하세,사단법인 한글문화연대,비영리단체/협회/재단,220만 원,네이밍/슬로건,대상 제한 없음,22.5.9 ~ 22.6.12,기타
87667,(모집 연장 공고) 2022년 신기술 기반 콘텐츠랩 운영지원 사업 <XR Contents Lab> 창작자 모집 공고,(재)한국산업기술문화재단,비영리단체/협회/재단,250만 원,기획/아이디어,대상 제한 없음,22.5.2 ~ 22.5.23,"기타, 상장 수여"
87698,웹툰<접근불가 레이디> 팬아트 공모전,콘텐츠랩블루,스타트업,1000만 원,캐릭터/만화/게임,대상 제한 없음,22.5.9 ~ 22.6.17,기타
87720,[사진공모전] 행복한 노동으로 떠나는 여행,부산노동권익센터,비영리단체/협회/재단,140만 원,사진/영상/UCC,대상 제한 없음,22.5.1 ~ 22.7.29,"실제상용화, 상장 수여"
87721,잡코리아 캐릭터 디자인 공모전,잡코리아(유),중견기업,1000만 원,캐릭터/만화/게임,대상 제한 없음,22.5.3 ~ 22.6.1,"실제상용화, 기타"
87729,[문화다양성 축제 MAMF 2022] MAMF 영화제 공모전 공고,경남이주민노동복지센터,비영리단체/협회/재단,900만 원,사진/영상/UCC,대상 제한 없음,22.7.8 ~ 22.8.8,"기타, 상장 수여"
87734,2022 사회적기업가 육성사업 예비창업팀 모집 공고,한국사회적기업진흥원,공공기관/공기업,1억 8200만 원,기획/아이디어,대상 제한 없음,22.4.27 ~ 22.5.27,기타
87743,제17회 자생 동·식물 세밀화 공모전,환경부 국립생물자원관,공공기관/공기업,2990만 원,디자인/순수미술/공예,대상 제한 없음,22.8.22 ~ 22.8.30,상장 수여
87752,"환경교육지원처 (기간제, 육아휴직대체자) 직원 채용공고 (~5/16)",공모전사무국,기타,-,기획/아이디어,대상 제한 없음,22.5.10 ~ 22.5.16,기타
87773,제12회 대한민국 무궁화미술대전,(사)대한민국무궁화미술대전위원회,비영리단체/협회/재단,500만 원,디자인/순수미술/공예,대상 제한 없음,22.5.20 ~ 22.6.2,기타
87775,2022 Q2 MPED 국제 아트앤디자인 공모전,MyProject x emdash / MPED,중소기업,-,디자인/순수미술/공예,청소년,22.4.22 ~ 22.6.22,기타
87777,2022 노원 청소년 역사문화 예술제,서울특별시 / 노원문화원,공공기관/공기업,90만 원,디자인/순수미술/공예,청소년,22.5.2 ~ 22.5.31,기타
87779,제5회 장애인일자리창출공모사업 장애인을 위한 창업아이디어 공모전,사회복지법인 따뜻한동행 / 사단법인 인액터스 코리아,비영리단체/협회/재단,170만 원,기획/아이디어,대학생,22.5.9 ~ 22.5.23,기타
87781,2022 제14회 맑은 하늘 맑은 웃음 위닉스 공모전,위닉스,중소기업,700만 원,디자인/순수미술/공예,청소년,22.5.2 ~ 22.6.30,기타
87782,2022 제5회 고창농촌영화제 한국장편경쟁 공모,고창군 / 고창농촌영화제 조직위,공공기관/공기업,900만 원,디자인/순수미술/공예,"대학생, 직장인/일반인",22.5.10 ~ 22.9.1,기타
87784,2022년 KOAT 대국민 혁신아이디어 공모전,한국농업기술진흥원,비영리단체/협회/재단,150만 원,기획/아이디어,대상 제한 없음,22.5.10 ~ 22.5.26,기타
87785,2022 새마을운동 홍보 공모전,새마을운동중앙회,비영리단체/협회/재단,620만 원,디자인/순수미술/공예,대상 제한 없음,22.5.22 ~ 22.6.30,기타
87787,2022 문경 관광 영상공모전,문경시/문경문화관광재단,비영리단체/협회/재단,750만 원,사진/영상/UCC,대상 제한 없음,22.5.3 ~ 22.7.3,기타
87836,"하나(one)가 된 평화(peace), OnePeace 숏폼 콘텐츠 챌린지",(주)슬레이트미디어,비영리단체/협회/재단,250만 원,사진/영상/UCC,대상 제한 없음,22.5.11 ~ 22.6.22,"기타, 상장 수여"
87848,2022 백두대간 청소년 숲길체험 영상 공모전,보더레스랩,중소기업,480만 원,사진/영상/UCC,대상 제한 없음,22.5.8 ~ 22.7.30,기타
87874,2022 융합연구정책 Fellowship 공모,사단법인 미래융합협의회,비영리단체/협회/재단,3000만 원,기획/아이디어,직장인/일반인,22.5.11 ~ 22.6.10,기타
87877,제3회 아이코리아 전국 대학생 창작동화 공모전,사단법인 아이코리아,비영리단체/협회/재단,180만 원,문학/시나리오,대학생,22.6.7 ~ 22.8.31,상장 수여
87886,제2회 8·22 에너지 영상 공모전(~7/19),에너지시민연대,비영리단체/협회/재단,500만 원,사진/영상/UCC,대상 제한 없음,22.5.9 ~ 22.7.19,"기타, 상장 수여"
